ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0156012030,An Obedient Father,Akhil Sharma,2001,Harvest Books
0312253486,The Janson Directive,Robert Ludlum,2002,St. Martin's Press
0553236245,Never Cry Wolf,Farley Mowat,1983,Bantam Doubleday Dell
0836204255,The Far Side Gallery 5,Gary Larson,1995,Andrews McMeel Publishing
0684832828,Accordion Crimes,E. Annie Proulx,1996,Scribner Book Company
067972026X,A Wolverine Is Eating My Leg (Vintage Departures),Tim Cahill,1989,Vintage Books USA
0330232932,The Naive and Sentimental Lover,John le Carre,1973,Pan Macmillan
0609805363,Beyond Civilization: Humanity's Next Great Adventure,Daniel Quinn,2000,Three Rivers Press (CA)
0060177500,Small Gods: A Novel of Discworld,Terry Pratchett,1994,HarperCollins Publishers
3442439035,Brandherd,Patricia Cornwell,2003,Distribooks Inc
0140295577,Fever Pitch,Nick Hornby,2002,Penguin Books Ltd
1551668726,Death Qualified (Barbara Holloway Novels (Paperback)),Kate Wilhelm,2002,Mira
155874875X,"Chicken Soup for the Sports Fan's Soul : Stories of Insight, Inspiration and Laughter in the World of Sport (Chicken Soup for the Soul Series)",Jack Canfield,2000,Health Communications
3442451450,Lautloses Duell.,Jeffery Deaver,2002,Goldmann
3426671034,Vergebliche Entwarnung.,Patricia Cornwell,1995,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH & Co."
0425155064,Terminal,Robin Cook,1999,Berkley Publishing Group
0451160444,Christine,Stephen King,2004,Signet Book
8420633518,La metamorfosis,Franz Kafka,1966,Alianza
0805066691,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Alexander Brown,2001,Henry Holt & Company
0375404481,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver W. Sacks,2001,Alfred A. Knopf
1564409988,How to Start a Home-Based Writing Business,Lucy Parker,1997,Globe Pequot
1573223565,Songbook,Nick Hornby,2003,Riverhead Books
0060182172,Atticus,Ron Hansen,1996,Harpercollins
0345386825,A Calculated Risk,Katherine Neville,1994,Ballantine Books
067972477X,"I, Claudius : From the Autobiography of Tiberius Claudius, Born 10 B.C., Murdered and Deified A.D. 54 (Vintage International)",Robert Graves,1989,Vintage Books USA
0751503894,The Physician,Noah Gordon,2001,Warner Futura
1582341281,Uncle Petros and Goldbach's Conjecture,Apostolos Doxiadis,2001,Faber & Faber
0671023209,Transfer of Power,Vince Flynn,2000,Pocket Star
0553263900,"When I Say No, I Feel Guilty",Manuel J. Smith,1975,Bantam
0671891081,The Blessing,Jude Deveraux,1998,Atria
0517584212,Perfect Health: The Complete Mind/Body Program for Identifying & Soothing the Source of Your Body's Reaction,Deepak Chopra,1991,Harmony Books
0553211277,The Portrait of a Lady (Bantam Classic),Henry James,1983,Bantam Books
1551669609,All Fall Down,Erica Spindler,2002,Mira
0440351626,The Magus,John Fowles,1985,Dell Publishing Company
0802134807,Chatterton,Peter Ackroyd,1996,Grove Press
0310252172,Rumors of Another World: What on Earth Are We Missing?,Philip Yancey,2003,Zondervan Publishing Company
0962959170,The Teenage Liberation Handbook: How to Quit School and Get a Real Life and Education,Grace Llewellyn,1998,Lowry House Pub
0486401588,101 Great American Poems (Dover Thrift Editions),The American Poetry & Literacy Project,1998,Dover Publications
0380016362,Laura : The Life of Laura Ingalls Wilder,Donald Zochert,1977,Avon
0812507479,"People of the Lakes (The First North Americans series, Book 6)",Kathleen O'Neal Gear,1995,Tor Books
0590762540,"The Threat (Animorphs , No 21)",Katherine Applegate,1998,Scholastic
0613225783,Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,2001,Sagebrush Bound
0060014342,In the Wake of the Plague: The Black Death and the World It Made,Norman Cantor,2002,Perennial
037326142X,Mom Among The Liars,James Yaffe,1994,Worldwide Library
058351149X,Worst Fears,Fay Weldon,0,Flamingo
0553584049,The Perfect Summer,Luanne Rice,2003,Bantam Books
3453190041,Ruf. Mich. An.,Else Buschheuer,2001,Heyne
3453147235,Wassermelone.,Marian Keyes,1998,Heyne
0451126505,Cujo,Stephen King,1982,New American Library
0425097609,Whispers,Dean R. Koontz,1997,Berkley Publishing Group
0688178057,Culture Jam : How to Reverse America's Suicidal Consumer Binge--and Why We Must,Kalle Lasn,2000,Perennial Currents
1557731136,The Damnation Game,Clive Barker,1988,Jove Books
2707306959,L'Amant,Marguerite Duras,1984,Editions de Minuit
3442452031,Soloalbum.,Benjamin von Stuckrad-Barre,2002,Goldmann
0307001059,Little Mermaid (Little Golden Book),Michael Teitelbaum,1990,Random House Childrens Books
0345298748,Moreta: Dragonlady of Pern,Anne McCaffrey,1983,Ballantine Books
0345424603,The Masterharper of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1999,Del Rey Books
0061091669,Marilyn Monroe: The Biography : Marilyn Monroe: The Biography,Donald Spoto,1994,HarperTorch
8495359537,Sin Destino,Imre Kertesz,2001,El Acantilado
0446515051,Spencerville,Nelson Demille,1994,Replica Books
0671898493,Hollywood Kids,Jackie Collins,1995,Pocket
0679760806,The Master and Margarita,Mikhail Bulgakov,1996,Vintage Books USA
0060393297,If They Only Knew,Chyna,2001,ReganBooks
0451163486,Eye of the Needle,Ken Follett,1989,Signet Book
0786890002,The Art of Deception,Ridley Pearson,2003,Hyperion
0375702652,Chasing Che: A Motorcycle Journey in Search of the Guevara Legend,Patrick Symmes,2000,Vintage Books USA
1853260258,The Odyssey,Homer,1998,NTC/Contemporary Publishing Company
0060971479,The All of It: A Novel,Jeannette Haien,1988,Perennial
0312261780,Looking for Alaska,Peter Jenkins,2001,St. Martin's Press
3442760003,Liebesleben,Zeruya Shalev,2002,Distribooks
1560254971,Liverpool Fantasy,Larry Kirwan,2003,Thunder's Mouth Press
0738204005,Coal: A Human History,Barbara Freese,2003,Perseus Publishing
0425181626,Hook Man Speaks,Matt Clark,2001,Berkley Trade
0349109699,"Very Funny, Now Change Me Back Again",Peter Biddlecombe,2000,Trafalgar Square
0743247612,The Funny Thing Is...,Ellen DeGeneres,2003,Simon & Schuster
0811827623,Milton,Hayde Ardalan,2000,Chronicle Books
0773761756,Wanted Words: From Amalgamots to Undercarments - Language Gaps Found and Fixed,Jane Farrow,2000,Fitzhenry & Whiteside Ltd
0060987219,Polaroids from the Dead,Douglas Coupland,1997,Regan Books
0515106402,Battleground: The Corps,W. E. B. Griffin,1991,Jove Books
0425162605,Fatal Terrain,Dale Brown,1998,Berkley Publishing Group
0446614041,Street Dreams,Faye Kellerman,2004,Warner Vision
0671748882,The Red Horseman,Stephen Coonts,1994,Pocket
0061012491,Rising Phoenix,Kyle Mills,1998,HarperTorch
0670241334,Corduroy,Don Freeman,1968,Viking Juvenile
0786887583,Napalm & Silly Putty,George Carlin,2002,Hyperion
0446511528,The Heartbreaker,Carly Phillips,2003,Warner Books
0743457439,Magnolia Moon (Callahan Brothers Trilogy),JoAnn Ross,2003,Pocket
0553290789,Genuine Lies,Nora Roberts,1999,Bantam
1551664275,Led Astray,Sandra Brown,1998,Mira
1551660598,Without A Trace,Nora Roberts,1996,Mira
0688143695,Moon Music: A Novel (Peter Decker & Rina Lazarus Novels (Hardcover)),Faye Kellerman,1998,William Morrow & Company
0671027522,A Springwater Christmas (Springwater Seasons),Linda Lael Miller,1999,Pocket
038070384X,Lullaby,Ed McBain,1989,Harper Mass Market Paperbacks
0425098087,Zodiac,Robert Graysmith,2002,Berkley Publishing Group
0140513221,Everything You Pretend to Know and Are Afraid Someone Will Ask You,Lynette Padwa,1996,Penguin Books
0671013750,Mind Hunter : Inside the FBI's Elite Serial Crime Unit,John Douglas,1997,Pocket
0451404823,Fan Mail,Ronald Munson,1994,Onyx Books
0345435036,Crying Wolf,PETER ABRAHAMS,2001,Fawcett
0440423376,Enormous Egg,Oliver Butterworth,1987,Yearling Books
0553574094,With This Ring,Amanda Quick,1999,Bantam Books
0439135508,Attack of the Prehistoric Pokemon (Pokemon Chapter Book #3),Tracey West,1999,Scholastic
0380002558,The Velveteen Rabbit,Margery Williams,1999,Avon
1551665247,Ghost Of A Chance,Jayne Ann Krentz,1999,Mira
157082262X,Where's Piglet? (Mouse Works Peek-a-Pooh Book),A. A. Milne,1995,Mouse Works
1570426449,The Midnight Club,James Patterson,1999,Time Warner Audio Major
0743436822,Blue Bayou,JoAnn Ross,2002,Pocket
0385334834,Writ of Execution,Perri O'Shaughnessy,2001,Delacorte Press
0399148639,Mortal Prey,John Sandford,2002,Putnam Publishing Group
051511605X,Undue Influence,Steven Paul Martini,1995,Jove Books
1551664879,Reunion,Sharon Sala,1999,Mira
0671797476,"Grounded (Star Trek The Next Generation, No 25)",David Bischoff,1993,Star Trek
0375502548,Omerta,Mario Puzo,2000,Random House Trade
055356918X,Twice a Hero,Susan Krinard,1997,Bantam Books
050552113X,Deeper Than the Night (Paranormal Romance),Amanda Ashley,1996,Love Spell
0380435543,Listening Woman,Tony Hillerman,1979,Harpercollins Juvenile Books
0758201362,The Ladies Farm,Viqui Litman,2002,Kensington Publishing Corporation
0374190666,Longitudes and Attitudes: Exploring the World After September 11,Thomas L. Friedman,2002,Farrar Straus & Giroux
0671017144,"Coyote Moon (Buffy the Vampire Slayer, Book 3)",John Vornholt,1998,Simon Spotlight Entertainment
3442451426,Die Tauschung,Charlotte Link,2002,Distribooks
3453021959,Der Fluch. Roman.,Richard Bachman,1985,Heyne
3453023757,Sprengstoff. Roman.,Richard Bachman,1996,Heyne
3596247500,Ein Mann fÃ?ÃÂ¼r jede Tonart. Roman. ( Die Frau in der Gesellschaft).,Hera Lind,2000,"Fischer (Tb.), Frankfurt"
3765516457,Cassie.,Misty Bernall,2000,"Brunnen-Verlag, GieÃ?Ã?en"
3257218265,Die im Dunkeln sieht man doch. Roman.,Barbara Vine,1989,Diogenes Verlag
3442445906,Leben mit doppeltem Boden.,Ruth Rendell,2000,Goldmann
0140048979,The Face of Battle,John Keegan,1995,Penguin Books
0451408705,Midsummer Magic (Topaz Historical Romance),Catherine Coulter,1998,Topaz
1551669560,Marry A Man Who Will Dance,Ann Major,2002,Mira
044023512X,City of Light,Lauren Belfer,2000,Island
0446615145,The Lake House,James Patterson,2004,Warner Books
0440240875,Presumption of Death,PERRI O'SHAUGHNESSY,2004,Dell
0316107255,Penguin Dreams and Stranger Things (A Bloom County Book),Berke Breathed,1985,Little Brown & Co
0316107352,Tales Too Ticklish to Tell: Bloom County,Berke Breathed,1988,Little Brown & Co
0385312113,"The God Particle: If the Universe Is the Answer, What Is the Question?",Leon Lederman,1994,Delta
0671510991,Diplomacy,Henry Kissinger,1995,Simon & Schuster
0449232921,The Grass Is Always Greener Over the Septic Tank,Erma Bombeck,1978,Fawcett Books
0679772898,Thinking in Pictures: And Other Reports from My Life With Autism,Temple Grandin,1996,Vintage Books USA
0679759336,The Fermata,Nicholson Baker,1995,Vintage Books USA
0380676524,Stick,Elmore Leonard,1995,Harper Mass Market Paperbacks (Mm)
0156000024,"Consider This, Senora",Harriet Doerr,1994,Harvest Books
0553278231,Cannery Row,John Steinbeck,1986,Bantam Books
0061098027,Free Fall,Kyle Mills,2001,Avon Books
0679762094,Aman: The Story of a Somali Girl As Told to Virginia Lee Barnes and Janice Boddy,Virginia Lee Barnes,1995,Vintage Books USA
0671647458,Color Purple,Alice Walker,1987,Pocket
0375701303,Breaking Clean,Judy Blunt,2003,Vintage Books USA
0913299545,Diet for a New America,John Robbins,1987,Pub Group West
0441009425,Revelation Space,Alastair Reynolds,2002,Ace Books
0451209168,Wolf Shadow (Signet Historical Romance),Madeline Baker,2003,Signet Book
0553264915,The Electric Kool-Aid Acid Test,Tom Wolfe,1983,Bantam Books
0330356682,"The Third Day, The Frost",John Marsden,1996,Pan
0553298038,"Ambush at Corellia (Star Wars: The Corellian Trilogy, Book 1)",Roger MacBride Allen,1998,Bantam
0375410635,Living a Life That Matters: Resolving the Conflict Between Conscience and Success,Harold S. Kushner,2001,Alfred A. Knopf
0767903625,"Wake Up, I'm Fat!",Camryn Manheim,1999,Broadway Books
0345463331,Fat White Vampire Blues,Andrew Fox,2003,Ballantine Books
0553295098,The Gap into Conflict: The Real Story (Gap),Stephen R. Donaldson,1992,Bantam
0349102147,Espedair Street,Iain Banks,0,Firebird Distributing
0525945563,Red Dragon,Thomas Harris,2000,Dutton Books
0307001067,The Little Mermaid,Michael Teitelbaum,1995,Random House Childrens Books
0060975768,We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam,Harold G. Moore,1993,Perennial
0767904133,Close to Shore: A True Story of Terror in an Age of Innocence,Michael Capuzzo,2001,Random House
0020306652,Ball Four,Jim  Bouton,1990,John Wiley & Sons
0380777169,Silence of the Hams (Jane Jeffry Mysteries (Paperback)),Jill Churchill,1996,Avon
055327211X,Daughter of the Empire,RAYMOND FEIST,1988,Bantam
0553270257,Lincoln's Dreams,CONNIE WILLIS,1992,Spectra
0440131855,GOD KNOWS,JOSEPH HELLER,1985,Dell
0345296575,Lord Foul Bane,Stephen R Donaldson,1981,Ballantine Books
0440509211,"The Lost Soul Companion: A Book of Comfort and Constructive Advice for Struggling Artists, Black Sheep,Square Pegs, and Other Free Spirits (Dell Book)",Susan M. Brackney,2001,Dell Publishing Company
0691017840,The Hero with a Thousand Faces (Mythos Books),Joseph Campbell,1972,Princeton University Press
0394521110,The Parsifal Mosaic,Robert Ludlum,1982,Random House Inc
3453122348,Der Club der Teufelinnen.,Olivia Goldsmith,1997,Heyne
0963136216,Sex With a Mountain Bike and Other Stories,Gary Wockner,1993,B Store Pr
1573220183,"Living Buddha, Living Christ",Thich Nhat Hanh,1995,Riverhead Books
0345396421,The Alpine Hero (Emma Lord Mysteries),Mary Daheim,1997,Fawcett Books
0684852624,Shadow : Five Presidents and the Legacy of Watergate,Bob Woodward,1999,Simon & Schuster
0553053612,Negotiator,Frederick Forsyth,1989,Bantam Dell Pub Group
0060179384,Violent Ward,Len Deighton,1993,Harpercollins
0345382293,If I'd Killed Him When I Met Him...: An Elizabeth Mac Pherson Novel,Sharyn McCrumb,1995,Ballantine Books
0060183225,A Marriage Made in Heaven... or Too Tired for an Affair,Erma Bombeck,1993,Harpercollins
0393010465,Fire,Sebastian Junger,2001,W.W. Norton & Company
0446516325,Fat Tuesday,Sandra Brown,1997,Warner Books Inc
0446519006,As Time Goes by: A Novel of Casablanca,Michael Walsh,1998,Replica Books
0553208071,Night,Elie Wiesel,1982,Bantam Books
0743471113,The Brush-Off : A Hair-raising Mystery,Laura Bradley,2004,Pocket
0767908198,Auntie Mame: An Irreverent Escapade,Patrick Dennis,2001,Broadway Books
0553586416,Dead Canaries Don't Sing : A Reigning Cats and Dogs Mystery (Reigning Cats & Dogs Mysteries),CYNTHIA BAXTER,2004,Bantam
0449007294,The Bar Mitzvah Murder,LEE HARRIS,2004,Fawcett Books
0312990014,"Crouching Buzzard, Leaping Loon (A Meg Lanslow Mystery)",Donna Andrews,2004,St. Martin's Minotaur
042519129X,"The English Breakfast Murder (Childs, Laura. Tea Shop Mysteries.)",Laura Childs,2003,Berkley Publishing Group
0553582275,Unhinged : A Home Repair is Homicide Mystery,SARAH GRAVES,2003,Bantam
0060537957,Death of a Domestic Diva : A Toadfern Mystery,Sharon Short,2003,Avon
0425194345,Photo Finished,Laura Childs,2004,Berkley Publishing Group
0312287682,Girlfriend 44,Mark Barrowcliffe,2002,St. Martin's Griffin
0758203330,Thoughts While Having Sex,Stephanie Lehmann,2003,STRAPLESS
0743238451,Tangle in Tijuana : Miss Adventure #1,Lilla Zuckerman,2003,Fireside
0743444035,True Enough,Stephen McCauley,2002,Washington Square Press
0312287364,Feeling Sorry for Celia : A Novel,Jaclyn Moriarty,2002,St. Martin's Griffin
1931686351,Night of a Thousand Boyfriends (Date With Destiny Aventures),Miranda Clarke,2003,Quirk Books
0312308922,The Minotaur Takes a Cigarette Break: A Novel,Steven Sherrill,2002,Picador USA
1566192951,The Adventures of Huckleberry Finn,Mark Twain,1994,Barnes & Noble
0446612529,Dead Midnight (Sharon McCone Mysteries (Paperback)),Marcia Muller,2003,Warner Books
0380804921,The House of Seven Mabels : A Jane Jeffry Mystery (Jane Jeffry Mysteries (Paperback)),Jill Churchill,2003,Avon
0425178854,"Murder, My Deer (Kate Jasper Mysteries (Paperback))",Jaqueline Girdner,2001,Berkley Publishing Group
0743217144,Intimacy and Midnight All Day: A Novel and Stories,Hanif Kureishi,2001,Scribner
0743444043,Double Dealer : Crime Scene Investigation,Max Allan Collins,2003,Pocket
0440237211,Splintered Bones,CAROLYN HAINES,2003,Dell
0380818876,Out of Hormone's Way : A Bel Barrett Mystery (Bel Barrett Mysteries (Avon Books)),Jane Isenberg,2002,Avon
0312983174,Lilies That Fester (A Bretta Solomon Mystery),Janis Harrison,2002,St. Martin's Minotaur
0553582267,Wreck the Halls,SARAH GRAVES,2002,Bantam
0380806347,Cross Dressing,Bill Fitzhugh,2002,HarperTorch
0312980043,At Large (A Josephine Fuller Mystery),Lynne Murray,2002,St. Martin's Minotaur
0425184056,Gunpowder Green,Laura Childs,2002,Berkley Publishing Group
0425179451,Death by Darjeeling (Tea Shop Mysteries),Laura Childs,2001,Berkley Publishing Group
0449006417,Dying to Get Her Man,Judy Fitzwater,2002,Fawcett Books
0451205669,Murder She Wrote : Provence to Die for,Donald Bain,2002,Signet Book
0451205480, Murder of a Sleeping Beauty (Scumble River Mysteries (Paperback)),Denise Swanson,2002,Signet Book
0399150803,Trojan Odyssey,Clive Cussler,2003,G. P. Putnam's Sons
0060187263,The Antelope Wife,Louise Erdrich,1998,HarperCollins Publishers
0517799529,Dave Barry's Gift Guide to End All Gift Guides,Dave Barry,1994,Random House Inc
0671741020,Forbidden Flowers,Nancy Friday,1991,Pocket
0394743199,"Gods, Graves, and Scholars: The Story of Archaeology",C. W. Ceram,1986,Vintage Books USA
229030039X,Le Journal De Bridget Jones,Helen Fielding,1999,Editions 84
