ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0345257162,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, Book 1)",Stephen R Donaldson,1977,Ballantine Books
0140296441,Sherlock Holmes and the Red Demon (Sherlock Holmes Mysteries (Penguin)),Larry Millett,2001,Penguin Books
0345319656,The Time of the Dark (The Darwath Trilogy Series),Barbara Hambly,1988,Del Rey Books
0376026138,Starbucks Passion for Coffee,Dave Olsen,1994,Sunset Publishing Corporation
0140388419,Guests of War Trilogy,Kit Pearson,2003,Penguin Books
0060544260,Stone Garden : A Novel,Molly Moynahan,2003,William Morrow
038071082X,The Grass Crown,Colleen McCullough,1992,Avon
0385501005,Mr. Commitment,Mike Gayle,2000,Anchor Books/Doubleday
0140322051,Friedrich (Puffin Books),Hans Peter Richter,1987,Penguin Putnam Books for Young Readers
0743436695,Second Draft of My Life : A Novel,Sara Lewis,2002,Atria
1400060427,Girl Cook: A Novel,Hannah McCouch,2003,Villard Books
0385416679,A Southern Belle Primer: Or Why Princess Margaret Will Never Be a Kappa Kappa Gamma,Maryln Schwartz,1991,Main Street Books
0064406326,Absolutely Normal Chaos,Sharon Creech,1997,HarperTrophy
0553280465,Magic for Marigold,L.M. Montgomery,1989,Starfire
0743442628,Tickled Pink: A Comic Novel,Rita Rudner,2002,Washington Square Press
039595777X,Love Poems,Anne Sexton,1999,Mariner Books
0767906993,Geeks: How Two Lost Boys Rode the Internet Out of Idaho,Jon Katz,2001,Broadway Books
0684802082,JOSLIN GUIDE TO DIABETES : A Program for Managing Your Treatment,Richard S. Beaser,1995,Fireside
0066236568,"Knocked Out by My Nunga-Nungas: Further, Further Confessions of Georgia Nicolson",Louise Rennison,2002,HarperTempest
0757300243,Chicken Soup for the Sister's Soul : 101 Inspirational Stories About Sisters and Their Changing Relationships (Chicken Soup for the Soul),Jack Canfield,2002,Health Communications
0380727021,"Come and Go, Molly Snow",Mary Ann Taylor-Hall,1996,Harpercollins
1891105035,30-Minute Meals,Rachael Ray,1999,Lake Isle Press Inc
0679456937,The Inn at Lake Devine: A Novel,Elinor Lipman,1998,Random House
0380975580,Murder Gets a Life: A Southern Sisters Mystery (Southern Sisters Mysteries (Hardcover)),Anne George,1998,William Morrow & Company
0152008799,Finishing Becca: A Story about Peggy Shippen and Benedict Arnold,Ann Rinaldi,1994,Gulliver Books Paperbacks
1558743545,Chicken Soup for the Soul Cookbook (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1995,Health Communications
0767906543,Mr. Commitment,MIKE GAYLE,2002,Broadway
0812524160,Nine Levels Down,William R. Dantz,1999,Tor Books (Mm)
076422249X,"The Sacred Shore (Oke, Janette, Song of Acadia, 2.)",Janette Oke,2000,Bethany House Publishers
0060617519,The Long Loneliness,Dorothy Day,1997,HarperSanFrancisco
0380978342,Ritual of Proof,Dara Joy,2001,William Morrow & Company
0785270221,10 Commandments Of Dating,Ben Young,1999,Nelson Reference
1576737098,Boy Meets Girl : Say Hello to Courtship,Joshua Harris,2000,Multnomah
0590479172,The Gym Teacher from the Black Lagoon,Mike Thaler,1999,Scholastic
0590934252,Amber Brown Goes Fourth (Amber Brown (Paperback)),Paula Danziger,1997,Jump at the Sun
067988341X,"Polar Bears Past Bedtime (Magic Tree House 12, paper)",Mary Pope Osborne,1998,Random House Children's Books
0140386742,Jip: His Story,Katherine Paterson,1998,Puffin Books
0439099048,Katarina: A Novel,Kathryn Winter,1999,Scholastic
0140376283,Phoenix Rising,Karen Hesse,1995,Puffin Books
0698118804,The Lost Flower Children,Janet Taylor Lisle,2001,Putnam Publishing Group
0684823799,Miracles: A Preliminary Study (C.S. Lewis Classics),C. S. Lewis,1996,Simon & Schuster
0140481877,Master Harold...and the Boys,Athol Fugard,1984,Penguin Books
0064470679,Gentlehands,M. E. Kerr,1990,HarperTrophy
0156004771,"SPAM: A Biography: The Amazing True Story of America's \Miracle Meat!\""""",Carolyn Wyman,1999,Harvest Books
0440224578,The Pride of Lions,Marsha Canham,1997,Dell
0373290861,"Dreammaker (Harlequin Historicals, No. 486)",Judith Stacy,1999,Harlequin
0553581147,Lady of Conquest,TERESA MEDEIROS,1998,Bantam
0842321950,Through the Flames (Left Behind: The Kids #3),Jerry B. Jenkins,1998,Tyndale House Publishers
0892741880,Jihad: The Holy War,Lester Sumrall,1981,Sumrall Pub
0679763384,La Sonrisa Etrusca,Jose Luis Sampedro,1985,Random House Inc
1557042608,The Sense and Sensibility: Screenplay & Diaries : Bringing Jane Austen's Novel to Film,Emma Thompson,1995,W W Norton & Co Inc
8467001615,De Todo Lo Visible Y Lo Invisible,Luca Extebarria,2003,Editorial Planeta
840138110X,Eva Luna (Plaza & JanÃÂ©s/literaria),Isabel Allende,1987,Ediciones del Norte
8479018070,Dejame Que Te CuenteÃ? / Let Me Tell You A Story,Jorge Bucay,2003,Alfaguara/Santillana Ediciones Generales
8440677219,La rueda de la vida,Elisabeth Kubler-Ross,2001,Ediciones B
8425309506,Tus Zonas Erroneas/Your Erroneous Zones,Wayne W. Dyer,1985,Lectorum Pubns
8432245933,El Invierno En Lisboa,Antonio Munoz Molina,1995,Planeta Pub Corp
0743448782,Honor Lost: Love and Death in Modern-Day Jordan,Norma Khouri,2003,Atria Books
0385471475,"Child of War, Woman of Peace",Le Ly Hayslip,1994,Anchor
0747233667,A Bloody Field by Shrewsbury,Edith Pargeter,1991,Headline Book Publishing
0671003526,DEADLINE,John Dunning,1997,Pocket
0553103032,Just an Ordinary Day,Shirley Jackson,1996,Bantam Dell Pub Group
0345441710,Dragonstar,Barbara Hambly,2003,Del Rey Books
0141311096,"The Ear, the Eye and the Arm",Nancy Farmer,2002,Penguin Putnam Books for Young Readers
0451456599,Mother Grimm,Catherine Wells,1997,Roc
0452283167,"Glory Denied: The Saga of Jim Thompson, America's Longest-Held Prisoner of War",Tom Philpott,2002,Plume
1571310169,The Empress of One,Faith Sullivan,1997,Milkweed Editions
0679416730,Sin,Josephine Hart,1992,Random House Inc
0802136265,Passing On,Penelope Lively,1999,Grove Press
0395977711,Homestead,Rosina Lippi,1999,Mariner Books
0380728826,Recipes from the Dump,Abigail Stone,1996,Avon Books
0394563158,The Pigeon,Patrick Suskind,1990,Smithmark Pub
0812968344,A Garden of Earthly Delights (Modern Library 20th Century Rediscovery),Joyce Carol Oates,2003,Modern Library
0312243111,Love in the Ruins,Walker Percy,1999,Picador USA
0553290983,"Elven Star : The Death Gate Cycle, Volume 2 (Death Gate Cycle (Paperback))",MARGARET WEIS,1991,Bantam
1857988027,The Hope (Gollancz SF S.),James Lovegrove,0,Gollancz
0575048360,Eric,Terry Pratchett,1990,V. Gollancz
0349115087,A Very English Agent,Julian Rathbone,2003,Abacus (UK)
1551669196,Twice Burned (Mira Romantic Suspense),Jan Coffey,2002,Mira
0140096922,Joke,Milan Kundera,1986,Penguin USA
014010304X,Bride of Dark and Stormy: Yet More of the Best (? from the Bulwer-Lytton Contest),Scott Rice,1988,Penguin USA
1551660016,The Devil's Own,Sandra Brown,1994,Mira Books
067178577X,"Thin Air (Star Trek: New Earth, Book 5)",Kristine Kathryn Rusch,2000,Star Trek
0373168705,"The Virgin Bride Said, \Wow!\"" (The Lockharts Of Texas) (Harlequin American Romance, No 870)""",Cathy Thacker,2001,Harlequin
0373169566,"Under Alaskan Skies (Harlequin American Romance, No 956)",Carol Grace,2003,Harlequin
0373169191,"The Blacksheep's Arranged Marriage (Billion-Dollar Braddocks) (Harlequin American Romance Series, No. 919)",Karen Toller Whittenburg,2002,Harlequin
037370643X,"Every Move You Make (4 Strong Men) (Harlequin Superromance, No 643)",Bobby Hutchinson,1995,Harlequin
0886778212,Mob Magic,Brian Thomsen,1998,Daw Books
0449129047,Walk in Beauty,Sabina Grant,1989,Fawcett Books
0553219510,Loveswept #300: Long Time Coming,Sandra Brown,1988,Loveswept
0671047574,"Maximum Warp Book Two:  Forever Dark (Star Trek The Next Generation, No 63)",Dave Galanter,2001,Star Trek
0373098847,"Dangerous Alliance (Men Of Courage) (Silhouette Special Edition, No 884)",Lindsay McKenna,1994,Silhouette
0373076932,"Guarding Raine (Silhouette Intimate Moments, No 693)",Kylie Brant,1996,Silhouette
0373243685,"Expectant Bride-To-Be (Here Comes The Brides) (Silhoette Special Edition, No 1368)",Nikki Benjamin,2000,Silhouette
0312980353,Circle of Stars,Anna Lee Waldo,2002,St. Martin's Paperbacks
037370707X,"Texas Standoff  (Home On The Ranch) (Harlequin Superromance, No 707)",Tom Smith,1996,Harlequin
0345446100,"Edge of Victory II: Rebirth (Star Wars: The New Jedi Order, Book 8)",Greg Keyes,2001,Del Rey Books
0688103324,Don't Know Much About Geography: Everything You Need to Know About the World but Never Learned,Kenneth C. Davis,1992,William Morrow & Company
0553213342,Sense and Sensibility (Bantam Classics),Jane Austen,1995,Bantam Books
0877282684,Book of Thoth,Aleister Crowley,1981,Weiser Books
0764153730,The Water Garden Design Book,Yvonne Rees,2001,Barron's Educational Series
0671704613,MAGIC POWER OF SELF-IMAGE PSYCHOLOGY,Maxwell Maltz,1989,Pocket
0671629980,HW MUCH JUST PLANET STAR TREK 36 (Star Trek (Numbered Paperback)),John M. Ford,1987,Star Trek
0445204524,Cyteen: The Betrayal (Cyteen),C.J. Cherryh,1989,Warner Books
3442161177,"Endlich Wunschgewicht. Der einfache Weg, mit Gewichtsproblemen SchluÃ?Ã? zu machen.",Allen Carr,1998,Goldmann
0140445625,Short Account of the Destruction of the Indies,Bartolome De Las Casas,1999,Penguin USA (Paper)
0375757295,Persuasion (Modern Library Classics),Jane Austen,2001,Modern Library
0020199856,LOVE OF THE LAST TYCOON,F. Scott Fitzgerald,1995,Scribner
0811824225,Sleeping With Random Beasts,Karin Goodwin,1999,Chronicle Books Llc
0385285019,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1977,Delacorte Press
0821771159,Husband Material,Liz Ireland,2001,Kensington Publishing Corporation
0451526120,The Age of Innocence (Signet Classics (Paperback)),Edith Wharton,1996,Signet Classics
0440216974,Mortal Grace,Edward Stewart,1995,Dell Publishing Company
0345323173,The Case of the Velvet Claws,Erle Stanley Gardner,1985,Fawcett Books
0441703534,Jaguar,Bill Ransom,1990,Ace Books
0345349520,Vanity Dies Hard,Ruth Rendell,1987,Fawcett Books
0571168639,Moon Palace,Paul Auster,0,Faber Faber Inc
1889853038,The Nurse's Story,Carol Gino,1997,Aah-Ha! Books Inc.
0140252525,The Apprenticeship of Duddy Kravitz,Mordecai Richler,1996,Penguin Books Ltd
0340728256,Oxygen,Andrew Miller,2001,Sceptre
1894294424,Donovan's Station: A Novel,Robin McGrath,2002,Creative Book Publishing
0345417941,The Cider House Rules,John Irving,1997,Ballantine Books
0676971997,The Wise And Foolish Virgins,DON HANNAH,1999,Vintage Canada
0920897533,Chorus of Mushrooms (Nunatak Series),Hiromi Goto,1996,NeWest Press
0002244098,Dust to dust: Stories,Timothy Findley,1997,HarperCollins
0679767770,To the Wedding: A Novel (Vintage International),John Berger,1996,Vintage Books USA
1552630110,Getting over Edgar,Joan Barfoot,1999,Key Porter Books
1573229717,Miracle at St. Anna,James McBride,2003,Riverhead Books
0671775464,Playing Away,Adele Parks,2001,Pocket
0451458753,Angry Lead Skies (Garrett P.I.),Glen Cook,2002,Roc
0440223253,Women on the Case,Sara Paretsky,1997,Dell
0061080969,Something's Cooking (Angie Amalfi Mysteries),Joanne Pence,1993,HarperTorch
067087762X,Ranch of Dreams: The Heartwarming Story of America's Most Unusual Animal Sanctuary,Cleveland Amory,1997,Viking Books
0804118906,Before Women Had Wings,CONNIE MAY FOWLER,1999,Ivy Books
1592980414,The Dance of Trees,Susan Dawn,2004,Beaver's Pond Press
0385176228,The Neverending Story,Michael Ende,1983,Doubleday Books
0439087171,Read to Your Bunny,Rosemary Wells,1999,Scholastic
0020223722,HOW GREEN WAS MY VALLEY,Richard Llewellyn,1992,Scribner Paper Fiction
0767916220,A Christmas Story : The Book That Inspired the Hilarious Classic Film,JEAN SHEPHERD,2003,Broadway
0786863153,Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time,Howard Schultz,1997,Hyperion Books
0345330455,Garfield's Halloween Adventure (Formerly Titled Garfield in Disguise),Jim Davis,1985,Ballantine Books
0786862343,"No Shirt, No Shoes... No Problem!",Jeff Foxworthy,1996,Hyperion Books
0439076668,"Marie Antoinette: Princess of Versailles, Austria-France, 1769 (The Royal Diaries)",Kathryn Lasky,2000,Scholastic
0743442911,Turning on the Girls,Cheryl Benard,2002,Washington Square Press
0060256680,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,Shel Silverstein,1975,HarperCollins Publishers
0395860296,Kowloon Tong,Paul Theroux,1997,Houghton Mifflin Company
0740713957,Fresh For '01... You Suckas: A Boondocks Collection,Aaron McGruder,2001,Andrews McMeel Publishing
1880985020,High Adventure in the Great Outdoors,Rollins,1990,2 13 61
0679451145,The Island of the Colorblind,Oliver W. Sacks,1997,Random House Inc
0060931213,Dreamland,Kevin Baker,2000,HarperTorch
0553274422,INCREDIBLE JOURNEY,SHEILA BURNFORD,1984,Starfire
0684853779,Bobos in Paradise: The New Upper Class and How They Got There [BARGAIN PRICE],David Brooks,2000,Simon & Schuster
0394849558,Lady and the Tramp (Disney's Wonderful World of Reading),Walt Disney,1997,Random House~childrens
0743225961,The Biker Code: Wisdom for the Ride,Stuart Miller,2002,Simon & Schuster
0141309199,Slam (Alloy Books),Cecily Von Ziegesar,2000,Puffin Books
0425153061,Maya's First Rose: Diary of a Very Special Love,Martin Scot Kosins,1996,Berkley Publishing Group
0380707799,Borrowed Time: An AIDS Memoir,Paul Monette,1990,Avon Books
0060167688,After All These Years,Susan Isaacs,1993,Harpercollins
0060812508,Black Boy (American Hunger : a Record of Childhood and Youth),Richard Wright,1993,Harpercollins
0445205377,Wild Seed,Octavia E. Butler,1988,Warner Books
0553568779,Wild Kat (Kat Colorado Mysteries),Karen Kijewski,1995,Bantam Books
0380714868,Katapult (Kat Colorado Mysteries),Karen Kijewski,1992,Avon
0345375351,Show of Evil,William Diehl,1995,Ballantine Books
0515121282,Cold Shoulder,Lynda La Plante,1997,Jove Books
0821765957,Key West,Stella Cameron,2000,Zebra Books
0060914289,The Egg and I,Betty MacDonald,1987,Perennial
0553581481,Eleven Days: A Novel of the Heartland,Donald Harstad,1999,Bantam Books
0373709331,"Hitched! (The Taggarts Of Texas) (Superromance, 933)",James Dale,2000,Harlequin
0373217242,Yuletide Brides (2 Novels in 1),Marie Ferrarella,2001,Silhouette
0425174727,Poirot Investigates (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000,Berkley Publishing Group
014025644X,Rice,Su Tong,1996,Penguin Books
0824817060,Potiki (Talanoa : Contemporary Pacific Literature),Patricia Grace,1995,University of Hawaii Press
0670825212,"With Thanks and Appreciation: The Sweet Nellie Book of Thoughts, Sentiments, Tokens and Traditions of the Past",Pat Ross,1989,Penguin USA
0066212901,The Samurai's Daughter,Sujata Massey,2003,HarperCollins
0312287984,Rashomon Gate,I.J. Parker,2002,St. Martin's Minotaur
0380732343,Hammerhead Ranch Motel,Tim Dorsey,2001,HarperTorch
0060093595,The Conquest,Yxta Maya Murray,2002,Rayo
0684872536,December 6: A Novel,Martin Cruz Smith,2002,Simon & Schuster
0812574745,Swell Foop (Xanth),Piers Anthony,2002,Tor Fantasy
0151003378,"Lost and Found: Dogs, Cats, and Everyday Heroes at a Country Animal Shelter",Elizabeth Hess,1998,Harcourt
0060002433,Sons of Heaven: A Novel,Terrence Cheng,2002,William Morrow & Company
0553575287,Graveyard Dust (Benjamin January (Paperback)),Barbara Hambly,2000,Bantam Books
1565123352,Tamarind Woman,Anita Rau Badami,2002,Algonquin Books of Chapel Hill
0312282060,Murphy's Law (A Mitch Mitchell Mystery),Rhys Bowen,2001,St. Martin's Minotaur
0060958111,"Extra Virgin: A Young Woman Discovers the Italian Riviera, Where Every Month Is Enchanted",Annie Hawes,2002,Perennial
0671682849,DARK ANGEL,V.C. Andrews,1989,Pocket
0553066684,Success Is a Choice: Ten Steps to Overachieving in Business and Life,Rick Pitino,1997,Broadway Books
0688160344,When I Fall in Love,Iris Rainer Dart,1999,William Morrow & Company
0060925582,How Does Aspirin Find a Headache?,David Feldman,1994,Perennial
0449909433,Travels With Lizbeth: Three Years on the Road and on the Streets,Lars Eighner,1994,Ballantine Books
0937295353,"Happy Birthday, Samantha: A Springtime Story (American Girls Collection)",Valerie Tripp,1987,Pleasant Company Publications
1562470078,Felicity Learns a Lesson: A School Story (American Girls Collection (Paper)),Valerie Tripp,1991,Pleasant Company Publications
0060520825,The Hidden Life of Otto Frank,Carol Ann Lee,2003,William Morrow
0688177026,Best Friends,Mqp Creative,2000,HarperResource
0374527075,A Small Place,Jamaica Kincaid,2000,"Farrar, Straus and Giroux"
0064431290,George Shrinks (Reading Rainbow),William Joyce,2003,HarperTrophy
0679749519,Remembering Babylon (Vintage International),David Malouf,1994,Vintage Books USA
0679745327,Brightness Falls (Vintage Contemporaries),Jay McInerney,1993,Vintage Books USA
0679426612,Rose,Martin Cruz Smith,1996,Random House Inc
0679722181,The Good Soldier: A Tale of Passion (Vintage International),Ford Madox Ford,1989,Vintage Books USA
1562827960,Coffee Will Make You Black: A Novel,April Sinclair,1994,Hyperion Books
0684857022,MY DATE WITH SATAN : Stories,Stacey Richter,2000,Scribner
0878575103,"Babies and Other Hazards of Sex : How to Make a Tiny Person in Only 9 Months, with Tools You Probably Have around the Home",Dave Barry,2000,Rodale Books
0312290888,Jane Austen in Boca: A Novel,Paula Marantz Cohen,2002,St. Martin's Press
0060958294,The Natural (Perennial Classics),Bernard Malamud,2000,Perennial
0671892673,PLACE WHERE THE SEA REMEMBERS,Sandra Benitez,1995,Touchstone
0345440129,Two Women: A Novel of Friendship,Marianne Fredriksson,2001,Ballantine Books
015600464X,Ex Utero (Harvest Book),Laurie Foos,1996,Harvest Books
0140131604,Leaving Home,Garrison Keillor,1992,Penguin Books
068480123X,HOUSE OF MIRTH,Edith Wharton,1995,Scribner
0156006197,The Millstone,Margaret Drabble,1998,Harvest Books
0553110438,Kids Say the Darndest Things,Bill Cosby,1998,Bantam Dell Pub Group
0812217268,The House on the Strand,Daphne Du Maurier,2000,University of Pennsylvania Press
